,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
646,2017,3,27,22:00, ,10.8,,8.4,,85.0,,,M,,M,,,99.88,,,,,,
647,2017,3,27,23:00, ,10.5,,9.2,,92.0,,,M,,M,,,99.86,,,,,,
648,2017,3,28,00:00, ,11.2,,9.7,,90.0,,,M,,M,,,99.82,,,,,,
649,2017,3,28,01:00, ,10.8,,8.7,,87.0,,,M,,M,,,99.82,,,,,,
650,2017,3,28,02:00, ,10.6,,8.3,,86.0,,,M,,M,,,99.81,,,,,,
651,2017,3,28,03:00, ,9.5,,7.1,,85.0,,,M,,M,,,99.81,,,,,,
652,2017,3,28,04:00, ,8.2,,6.1,,87.0,,,M,,M,,,99.83,,,,,,
653,2017,3,28,05:00, ,7.4,,5.0,,85.0,,,M,,M,,,99.87,,,,,,
654,2017,3,28,06:00, ,6.7,,4.2,,84.0,,,M,,M,,,99.95,,,,,,
655,2017,3,28,07:00, ,6.0,,3.0,,81.0,,,M,,M,,,100.01,,,,,,
656,2017,3,28,08:00, ,5.7,,2.7,,81.0,,,M,,M,,,100.07,,,,,,
657,2017,3,28,09:00, ,6.2,,2.6,,78.0,,,M,,M,,,100.13,,,,,,
658,2017,3,28,10:00, ,7.0,,3.1,,76.0,,,M,,M,,,100.16,,,,,,
659,2017,3,28,11:00, ,7.0,,3.1,,76.0,,,M,,M,,,100.19,,,,,,
660,2017,3,28,12:00, ,8.0,,2.6,,69.0,,,M,,M,,,100.16,,,,,,
661,2017,3,28,13:00, ,9.8,,3.5,,65.0,,,M,,M,,,100.17,,,,,,
662,2017,3,28,14:00, ,10.3,,3.2,,61.0,,,M,,M,,,100.18,,,,,,
663,2017,3,28,15:00, ,9.5,,2.8,,63.0,,,M,,M,,,100.24,,,,,,
664,2017,3,28,16:00, ,9.3,,2.7,,63.0,,,M,,M,,,100.31,,,,,,
665,2017,3,28,17:00, ,8.3,,2.4,,66.0,,,M,,M,,,100.39,,,,,,
666,2017,3,28,18:00, ,7.5,,2.3,,69.0,,,M,,M,,,100.48,,,,,,
667,2017,3,28,19:00, ,6.4,,1.9,,73.0,,,M,,M,,,100.58,,,,,,
668,2017,3,28,20:00, ,5.7,,1.4,,74.0,,,M,,M,,,100.65,,,,,,
669,2017,3,28,21:00, ,5.1,,-0.2,,69.0,,,M,,M,,,100.71,,,,,,
670,2017,3,28,22:00, ,4.7,,-0.4,,70.0,,,M,,M,,,100.74,,,,,,
671,2017,3,28,23:00, ,4.4,,-0.7,,70.0,,,M,,M,,,100.78,,,,,,
672,2017,3,29,00:00, ,4.3,,-0.7,,70.0,,,M,,M,,,100.78,,,,,,
673,2017,3,29,01:00, ,4.6,,-1.2,,66.0,,,M,,M,,,100.84,,,,,,
674,2017,3,29,02:00, ,4.2,,-1.3,,67.0,,,M,,M,,,100.9,,,,,,
675,2017,3,29,03:00, ,4.3,,-1.8,,65.0,,,M,,M,,,100.88,,,,,,
676,2017,3,29,04:00, ,4.2,,-2.2,,63.0,,,M,,M,,,100.87,,,,,,
677,2017,3,29,05:00, ,4.1,,-2.6,,62.0,,,M,,M,,,100.89,,,,,,
678,2017,3,29,06:00, ,4.0,,-2.6,,62.0,,,M,,M,,,100.95,,,,,,
679,2017,3,29,07:00, ,4.5,,-2.4,,61.0,,,M,,M,,,101.03,,,,,,
680,2017,3,29,08:00, ,4.8,,-2.3,,60.0,,,M,,M,,,101.1,,,,,,
681,2017,3,29,09:00, ,6.1,,-2.3,,55.0,,,M,,M,,,101.12,,,,,,
682,2017,3,29,10:00, ,6.8,,-2.3,,52.0,,,M,,M,,,101.18,,,,,,
683,2017,3,29,11:00, ,6.8,,-2.1,,53.0,,,M,,M,,,101.2,,,,,,
684,2017,3,29,12:00, ,8.0,,-2.5,,47.0,,,M,,M,,,101.15,,,,,,
685,2017,3,29,13:00, ,8.1,,-3.2,,45.0,,,M,,M,,,101.11,,,,,,
686,2017,3,29,14:00, ,7.3,,-3.9,,45.0,,,M,,M,,,101.1,,,,,,
687,2017,3,29,15:00, ,7.1,,-3.8,,46.0,,,M,,M,,,101.12,,,,,,
688,2017,3,29,16:00, ,7.4,,-3.3,,46.0,,,M,,M,,,101.14,,,,,,
689,2017,3,29,17:00, ,7.6,,-2.5,,49.0,,,M,,M,,,101.16,,,,,,
690,2017,3,29,18:00, ,7.0,,-3.4,,48.0,,,M,,M,,,101.18,,,,,,
691,2017,3,29,19:00, ,6.8,,-3.1,,49.0,,,M,,M,,,101.21,,,,,,
692,2017,3,29,20:00, ,6.9,,-4.2,,45.0,,,M,,M,,,101.23,,,,,,
693,2017,3,29,21:00, ,5.9,,-3.3,,52.0,,,M,,M,,,101.18,,,,,,
694,2017,3,29,22:00, ,5.4,,-3.5,,53.0,,,M,,M,,,101.14,,,,,,
695,2017,3,29,23:00, ,4.6,,-2.6,,60.0,,,M,,M,,,101.09,,,,,,
696,2017,3,30,00:00, ,4.4,,-1.9,,64.0,,,M,,M,,,101.12,,,,,,
697,2017,3,30,01:00, ,3.8,,-3.5,,59.0,,,M,,M,,,101.22,,,,,,
698,2017,3,30,02:00, ,3.4,,-3.7,,60.0,,,M,,M,,,101.22,,,,,,
699,2017,3,30,03:00, ,3.3,,-4.4,,57.0,,,M,,M,,,101.25,,,,,,
700,2017,3,30,04:00, ,2.9,,-4.7,,57.0,,,M,,M,,,101.11,,,,,,
701,2017,3,30,05:00, ,2.5,,-4.5,,60.0,,,M,,M,,,101.12,,,,,,
702,2017,3,30,06:00, ,2.7,,-3.7,,63.0,,,M,,M,,,101.07,,,,,,
703,2017,3,30,07:00, ,2.7,,-3.2,,65.0,,,M,,M,,,101.03,,,,,,
704,2017,3,30,08:00, ,3.0,,-3.0,,65.0,,,M,,M,,,101.03,,,,,,
705,2017,3,30,09:00, ,3.2,,-2.9,,64.0,,,M,,M,,,100.92,,,,,,
706,2017,3,30,10:00, ,3.1,,-3.1,,64.0,,,M,,M,,,100.97,,,,,,
707,2017,3,30,11:00, ,3.1,,-3.4,,63.0,,,M,,M,,,100.89,,,,,,
708,2017,3,30,12:00, ,2.8,,-3.4,,63.0,,,M,,M,,,100.84,,,,,,
709,2017,3,30,13:00, ,2.7,,-2.5,,69.0,,,M,,M,,,100.74,,,,,,
710,2017,3,30,14:00, ,3.2,,-5.2,,54.0,,,M,,M,,,100.59,,,,,,
711,2017,3,30,15:00, ,2.9,,-4.7,,57.0,,,M,,M,,,100.48,,,,,,
712,2017,3,30,16:00, ,2.3,,-3.1,,68.0,,,M,,M,,,100.47,,,,,,
713,2017,3,30,17:00, ,0.8,,-0.8,,89.0,,,M,,M,,,100.36,,,,,,
714,2017,3,30,18:00, ,1.0,,-0.3,,91.0,,,M,,M,,,100.35,,,,,,
715,2017,3,30,19:00, ,0.7,,-0.3,,93.0,,,M,,M,,,100.35,,,,,,
716,2017,3,30,20:00, ,0.8,,-0.1,,94.0,,,M,,M,,,100.3,,,,,,
717,2017,3,30,21:00, ,0.9,,-0.2,,93.0,,,M,,M,,,100.15,,,,,,
718,2017,3,30,22:00, ,1.3,,0.1,,91.0,,,M,,M,,,100.1,,,,,,
719,2017,3,30,23:00, ,1.6,,0.2,,91.0,,,M,,M,,,99.98,,,,,,
720,2017,3,31,00:00, ,1.7,,0.7,,93.0,,,M,,M,,,99.96,,,,,,
721,2017,3,31,01:00, ,1.8,,0.8,,93.0,,,M,,M,,,99.64,,,,,,
722,2017,3,31,02:00, ,2.2,,1.2,,93.0,,,M,,M,,,99.74,,,,,,
723,2017,3,31,03:00, ,2.5,,1.5,,93.0,,,M,,M,,,99.62,,,,,,
724,2017,3,31,04:00, ,2.7,,1.6,,93.0,,,M,,M,,,99.55,,,,,,
725,2017,3,31,05:00, ,2.7,,1.8,,93.0,,,M,,M,,,99.5,,,,,,
726,2017,3,31,06:00, ,2.7,,1.8,,94.0,,,M,,M,,,99.48,,,,,,
727,2017,3,31,07:00, ,2.8,,1.9,,94.0,,,M,,M,,,99.46,,,,,,
728,2017,3,31,08:00, ,2.9,,2.1,,95.0,,,M,,M,,,99.44,,,,,,
729,2017,3,31,09:00, ,3.1,,2.3,,95.0,,,M,,M,,,99.43,,,,,,
730,2017,3,31,10:00, ,3.1,,2.2,,94.0,,,M,,M,,,99.4,,,,,,
731,2017,3,31,11:00, ,3.2,,2.3,,94.0,,,M,,M,,,99.36,,,,,,
732,2017,3,31,12:00, ,3.3,,2.4,,94.0,,,M,,M,,,99.32,,,,,,
733,2017,3,31,13:00, ,3.4,,2.4,,93.0,,,M,,M,,,99.31,,,,,,
734,2017,3,31,14:00, ,3.5,,2.4,,92.0,,,M,,M,,,99.29,,,,,,
735,2017,3,31,15:00, ,3.5,,2.4,,92.0,,,M,,M,,,99.27,,,,,,
736,2017,3,31,16:00, ,3.6,,2.3,,91.0,,,M,,M,,,99.29,,,,,,
737,2017,3,31,17:00, ,3.8,,2.3,,90.0,,,M,,M,,,99.32,,,,,,
738,2017,3,31,18:00, ,4.0,,2.5,,90.0,,,M,,M,,,99.39,,,,,,
739,2017,3,31,19:00, ,3.4,,2.2,,92.0,,,M,,M,,,99.42,,,,,,
740,2017,3,31,20:00, ,2.9,,1.5,,91.0,,,M,,M,,,99.49,,,,,,
741,2017,3,31,21:00, ,2.7,,1.3,,90.0,,,M,,M,,,99.53,,,,,,
742,2017,3,31,22:00, ,2.7,,1.1,,90.0,,,M,,M,,,99.56,,,,,,
743,2017,3,31,23:00, ,2.8,,1.6,,92.0,,,M,,M,,,99.59,,,,,,
